easyjet,negative,1.00E+17,Mon Oct 17 23:24:52 +0000 2011, We were having a few issues with the website
easyjet,negative,1.00E+17,Mon Oct 17 22:38:18 +0000 2011,Easyjet flight has declared an emergency
easyjet,negative,1.00E+17,Mon Oct 17 21:37:21 +0000 2011, the problem i am having is when i try to add the hold luggage when booking it adds it for all passengers
easyjet,positive,1.00E+17,Mon Oct 17 20:39:00 +0000 2011,You can add the luggage when your making the booking there will be an option on the website
easyjet,negative,1.00E+17,Mon Oct 17 20:08:14 +0000 2011,We can only take a certain amount of bags on-board
easyjet,positive,1.00E+17,Mon Oct 17 19:38:59 +0000 2011, Very helpful. Thanks.
easyjet,positive,1.00E+17,Mon Oct 17 19:00:39 +0000 2011,Seems to have worked  thanks for the reply!
easyjet,negative,1.00E+17,Mon Oct 17 18:20:38 +0000 2011,easyJet need to stop sending me emails about discounted flights 
easyjet,negative,1.00E+17,Sun Oct 16 13:23:10 +0000 2011,I am sorry to hear you have been delayed.
easyjet,positive,1.00E+17,Sun Oct 16 12:34:19 +0000 2011,I want to upgrade my seats - I have already checked in online ?
easyjet,negative,1.00E+17,Sun Oct 16 12:23:02 +0000 2011, why are you incapable of ever taking off on time from Geneva. #late every time #100 fail
easyjet,positive,1.00E+17,Sun Oct 16 11:53:12 +0000 2011,Had an amazing time and can not wait to return
easyjet,negative,1.00E+17,Sun Oct 16 11:46:04 +0000 2011,when I try to enter my passport information on my booking it just logs me out?
easyjet,positive,1.00E+17,Sun Oct 16 11:44:25 +0000 2011,Lovely smooth flight back from Paris tonight with my old colleagues. Even got to experience a go around down
easyjet,negative,1.00E+17,Sun Oct 16 09:21:22 +0000 2011,How do I cancel a booking?
easyjet,negative,1.00E+17,Sun Oct 16 06:33:31 +0000 2011,Still no reply from @easyJet on why they use the EU flag instead of a national flag on their airline registration?
easyjet,negative,1.00E+17,Sun Oct 16 04:10:17 +0000 2011,Easyjet profits down 30% after #Brexit hit pound
easyjet,negative,1.00E+17,Sun Oct 16 03:44:48 +0000 2011,easyJet flight Delayed for 50 minutes
easyjet,positive,1.00E+17,Sun Oct 16 02:13:10 +0000 2011,Aww lovely! Tell him good luck
easyjet,positive,1.00E+17,Sat Oct 15 23:46:06 +0000 2011,The flight was brilliant on time and smooth all the way.
easyjet,positive,1.00E+17,Sat Oct 15 22:52:56 +0000 2011,Glad to hear it I hope he had a good flight! 
easyjet,negative,1.00E+17,Sat Oct 15 22:32:14 +0000 2011,2:30 hours delay still no food voucher massive queue at only open bar #shocking
easyjet,negative,1.00E+17,Sat Oct 15 22:13:53 +0000 2011,Nothing is quick when it comes to @easyJet
easyjet,negative,1.00E+17,Sat Oct 15 20:52:23 +0000 2011, They have a reputation for terrible customer service and lying to their customers
easyjet,negative,1.00E+17,Sat Oct 15 18:40:51 +0000 2011,price dropped ridiculously
easyjet,negative,1.00E+17,Sat Oct 15 17:06:45 +0000 2011, There was a medical emergency with one of our passengers
easyjet,negative,1.00E+17,Tue Oct 18 21:26:36 +0000 2011,Yet another delay and poor service from easyjet
easyjet,positive,1.00E+17,Tue Oct 18 21:23:22 +0000 2011,Amazing service from the @easyJet staff today on our flight
easyjet,positive,1.00E+17,Tue Oct 18 21:11:24 +0000 2011, cheers for selling the flight I have had booked since august.
easyjet,negative,1.00E+17,Tue Oct 18 20:03:47 +0000 2011,easyJet more than a month passed with no response to my claim and I have sent a direct message.
easyjet,negative,1.00E+17,Tue Oct 18 19:43:40 +0000 2011,have no holidays to go anywhere - how very sad
easyjet,positive,1.00E+17,Tue Oct 18 19:37:56 +0000 2011,easyJet still the biggest riser
easyjet,negative,1.00E+17,Tue Oct 18 18:05:34 +0000 2011,please issue an urgent press release forbidding your members from flying easyJet. Oh wait 
easyjet,negative,1.00E+17,Tue Oct 18 18:02:49 +0000 2011,easyJet AND THEN THERE WAS A GATE CHANGE
easyjet,positive,1.00E+17,Tue Oct 18 18:01:25 +0000 2011,Easyjet news: FEMALE pilots have more than DOUBLED on the airline 
easyjet,positive,1.00E+17,Tue Oct 18 17:25:25 +0000 2011, I have flown easyJet for years and never had a delay even in the peak of summer!
easyjet,positive,1.00E+17,Tue Oct 18 17:08:35 +0000 2011,speedy boarding really IS speedy
easyjet,negative,1.00E+17,Tue Oct 18 17:05:44 +0000 2011, It is a shame that EasyJet are unable to take responsibility for their own mistake
easyjet,negative,1.00E+17,Tue Oct 18 16:18:30 +0000 2011,I am struggling
easyjet,positive,1.00E+17,Tue Oct 18 16:04:31 +0000 2011, flight was exceptional 
easyjet,negative,1.00E+17,Tue Oct 18 15:50:56 +0000 2011, do not fly... with easyjet
easyjet,negative,1.00E+17,Tue Oct 18 15:33:37 +0000 2011,Next week I hope the pilots crew will arrive at the Gate before passangers to start the flight check.
easyjet,negative,1.00E+17,Tue Oct 18 14:23:30 +0000 2011,Can not remember the last time I flew @easyJet without delays.
easyjet,negative,1.00E+17,Tue Oct 18 14:03:23 +0000 2011,I am sorry your flight was delayed.
easyjet,negative,1.00E+17,Tue Oct 18 12:58:35 +0000 2011,I completely understand why you would be frustrated. Unfortunately we are unable to look into
easyjet,negative,1.00E+17,Tue Oct 18 12:56:45 +0000 2011,I have now open my suitcase and realize that your staff have open my suitcase and broken the cigarette car
easyjet,negative,1.00E+17,Tue Oct 18 12:53:47 +0000 2011,I get my suitcase back and find that the lock was broken into
easyjet,positive,1.00E+17,Tue Oct 18 10:30:14 +0000 2011, It was a pleasant flight! Surprised that it was not as dramatic as I was expecting!
easyjet,positive,1.00E+17,Tue Oct 18 10:18:00 +0000 2011,Credit where credit is due. Thank you @easyJet for getting me home last night 30 min early
easyjet,negative,1.00E+17,Tue Oct 18 10:08:32 +0000 2011,It is not normal for me to be disappointed by an easyJet flight but last night was poor
easyjet,positive,1.00E+17,Tue Oct 18 04:20:17 +0000 2011,Flew @easyJet on Saturday and have to say a much more comfortable flight.
easyjet,negative,1.00E+17,Tue Oct 18 02:56:50 +0000 2011,Ok easyJet you are driving me crazy. First of all I and many others have not been informed of anything through email
easyjet,negative,1.00E+17,Tue Oct 18 02:52:56 +0000 2011,I am deeply disappointed in @easyJet treatment
easyjet,positive,1.00E+17,Tue Oct 18 02:48:25 +0000 2011,Thanks for the speedy reply!
easyjet,negative,1.00E+17,Tue Oct 18 02:11:42 +0000 2011,easyJet suspends flights over safety concerns
easyjet,negative,1.00E+17,Tue Oct 18 01:26:57 +0000 2011,Shock still no reply from @easyJet !!!
easyjet,negative,1.00E+17,Tue Oct 18 00:58:23 +0000 2011,Just when you thought the customer service could not get any worse...
easyjet,positive,1.00E+17,Tue Oct 18 00:36:13 +0000 2011, I do not see an issue with this but please take a look at the link for battery restrictions
easyjet,positive,1.00E+17,Tue Oct 18 00:13:12 +0000 2011,This is great news. Hiring more women is wonderful!
easyjet,negative,1.00E+17,Mon Oct 17 22:55:46 +0000 2011,they would not accept the prepaid cards on flights as it is just cash and credit or debit cards
easyjet,positive,1.00E+17,Mon Oct 17 20:52:15 +0000 2011,Haha lets hope you do not have to pay extra for it 
easyjet,negative,1.00E+17,Mon Oct 17 20:39:02 +0000 2011,easyJet does your aircrafts come with the new (thin) seats?
easyjet,negative,1.00E+17,Mon Oct 17 19:21:31 +0000 2011,I am sorry to hear you feel this way. Can we help?
easyjet,positive,1.00E+17,Mon Oct 17 18:57:20 +0000 2011, Enjoy your flight !!
easyjet,negative,1.00E+17,Mon Oct 17 18:49:36 +0000 2011,Does easyJet have the worst online chat facility? It is a joke
easyjet,negative,1.00E+17,Mon Oct 17 18:37:41 +0000 2011,two flights over the weekend and two delays.... slowjet!!
easyjet,positive,1.00E+17,Tue Oct 18 21:49:37 +0000 2011,Impressive from easyJet this is a about as good as it gets for a Privacy Policy
easyjet,positive,1.00E+17,Tue Oct 18 21:31:03 +0000 2011,Great AirlinerWorld article about the success of easyJet
easyjet,positive,1.00E+17,Tue Oct 18 21:21:52 +0000 2011,excellent service
easyjet,positive,1.00E+17,Tue Oct 18 20:53:20 +0000 2011,amazing job your staff did tonight on our flight
easyjet,negative,1.00E+17,Tue Oct 18 20:01:33 +0000 2011,easyJet flight delayed by nearly an hour so missed connecting train to Disney. Expensive taxi ride
easyjet,negative,1.00E+17,Tue Oct 18 19:49:53 +0000 2011,Disruptive easyJet passenger is escorted off flight
easyjet,negative,1.00E+17,Tue Oct 18 19:10:35 +0000 2011,No sandwiches at all on Edinburgh flight tonight @easyJet Not good enough
easyjet,negative,1.00E+17,Tue Oct 18 18:46:55 +0000 2011,made a complaint about 3 months ago. Heard nothing back.
easyjet,negative,1.00E+17,Tue Oct 18 18:45:21 +0000 2011,Easyjet was a complete joke today
easyjet,positive,1.00E+17,Tue Oct 18 18:02:36 +0000 2011,easyJet Vpn's are brilliant
easyjet,negative,1.00E+17,Tue Oct 18 17:39:20 +0000 2011,We are sorry you are delayed
easyjet,negative,1.00E+17,Tue Oct 18 17:24:19 +0000 2011,It is no good easyJet yet again my flight is late
easyjet,negative,1.00E+17,Tue Oct 18 16:40:31 +0000 2011,My wife emailed you about our claim over a month ago about Cancelled flights and no response again! Awful customer service
easyjet,positive,1.00E+17,Tue Oct 18 16:17:06 +0000 2011,Thanks anyway!
easyjet,negative,1.00E+17,Tue Oct 18 16:09:41 +0000 2011,Toffs reaction to the snakes was the same as everyone that flys with easyjet
easyjet,negative,1.00E+17,Tue Oct 18 15:47:32 +0000 2011, No not to the best of my knowledge. Sorry.
easyjet,positive,1.00E+17,Tue Oct 18 15:19:57 +0000 2011,You have the best baggage handling team
easyjet,negative,1.00E+17,Tue Oct 18 15:18:18 +0000 2011,a delayed flight ONCE AGAIN we have missed our shuttle to the hotel stranded with a small child  at the airport
easyjet,negative,1.00E+17,Tue Oct 18 14:53:31 +0000 2011,girlfriends bag went missing for 3 days but told can not claim her expenses as was traveling home.
easyjet,positive,1.00E+17,Tue Oct 18 14:48:01 +0000 2011,Easyjet were kind enough to let us sit down
easyjet,negative,1.00E+17,Tue Oct 18 14:25:37 +0000 2011,Looks like your website is down. Can not access from various browsers / connections.
easyjet,negative,1.00E+17,Tue Oct 18 14:21:55 +0000 2011,The seats have less leg space than economy class in easyJet
easyjet,positive,1.00E+17,Tue Oct 18 19:28:18 +0000 2011,That is why we love easy jet
easyjet,positive,1.00E+17,Tue Oct 18 19:05:12 +0000 2011,At easyJet we do not discriminate against any individual gender passengers or staff members
easyjet,positive,1.00E+17,Tue Oct 18 18:43:08 +0000 2011, nice idea indeed
easyjet,negative,1.00E+17,Tue Oct 18 18:14:50 +0000 2011, This is not the case with your competition. Sorry but I will no longer fly with you. It is gender discrimination
easyjet,positive,1.00E+17,Tue Oct 18 14:56:40 +0000 2011, you are entitled to claim up to 600 euros and we will be happy
easyjet,negative,1.00E+17,Tue Oct 18 12:22:21 +0000 2011,Absolutely shocking customer service from @easyJet who is training your staff? Lied to customers got caught out
easyjet,negative,1.00E+17,Tue Oct 18 11:51:06 +0000 2011, sat on a plane for an hour after an 9 hour delay
easyjet,positive,1.00E+17,Tue Oct 18 11:36:17 +0000 2011,Never had any issues with Ryanair or easyJet to be fair.
easyjet,negative,1.00E+17,Tue Oct 18 08:40:08 +0000 2011,There are occasions when flights may be cancelled at short notice it would just depend on how bad
easyjet,negative,1.00E+17,Tue Oct 18 04:14:46 +0000 2011,my easyjet application is fucked and it will not recognise my card to change my flight
easyjet,negative,1.00E+17,Mon Oct 17 21:58:46 +0000 2011,Unfortunately we do not fly this route
easyjet,negative,1.00E+17,Mon Oct 17 19:53:09 +0000 2011,item of mine that was damaged on one of your flights yesterday please.
easyjet,negative,1.00E+17,Mon Oct 17 18:27:25 +0000 2011,I now have 6 @easyJet plane models! sadly one of them got an engine failure
easyjet,negative,1.00E+17,Mon Oct 17 18:25:26 +0000 2011, Very inconsistent policy on 1 piece of luggage.
easyjet,negative,1.00E+17,Mon Oct 17 18:15:57 +0000 2011,ryanair absolute disgrace. Deliberately sitting people as far apart as you can unless they pay the Ï6 seating fee
easyjet,negative,1.00E+17,Mon Oct 17 17:48:41 +0000 2011,you are refusing to compensate canceled flights this is against european rights for air passengers
easyjet,positive,1.00E+17,Mon Oct 17 16:24:32 +0000 2011,Well done easyJet
easyjet,positive,1.00E+17,Mon Oct 17 16:12:03 +0000 2011,Actually Easyjet will be alright. 
easyjet,negative,1.00E+17,Mon Oct 17 16:04:19 +0000 2011,EasyJet passenger suspected of sneaking bottle of liquor onto flight
easyjet,negative,1.00E+17,Mon Oct 17 15:41:47 +0000 2011,every time i think easyjet service has hit rock bottom they contrive to be worse
easyjet,positive,1.00E+17,Mon Oct 17 15:40:55 +0000 2011,A little Christmas gift from easyJet!
easyjet,negative,1.00E+17,Mon Oct 17 15:34:00 +0000 2011,Hard brexit would be a 'disaster' for UK-based airlines
easyjet,negative,1.00E+17,Mon Oct 17 12:26:26 +0000 2011, Man sneaks onto easyJet plane at Gatwick and hides in the toilet after missing his earlier flight to Geneva
easyjet,positive,1.00E+17,Mon Oct 17 08:54:09 +0000 2011,How can check in easyJet be such a pleasant experience and #easyjet be such a shambles
easyjet,positive,1.00E+17,Mon Oct 17 06:57:05 +0000 2011,This seems to be alright now
easyjet,positive,1.00E+17,Mon Oct 17 06:53:01 +0000 2011, This should be alright now
easyjet,positive,1.00E+17,Mon Oct 17 06:08:03 +0000 2011,Beautiful Landing at Palma
easyjet,negative,1.00E+17,Sun Oct 16 22:58:04 +0000 2011,I am confused about your ad 
easyjet,positive,1.00E+17,Sun Oct 16 13:45:31 +0000 2011,Appreciate the retweet thank you so much!
easyjet,positive,1.00E+17,Sun Oct 16 12:05:50 +0000 2011,Fancy having a plane or two easyJet to fly us
easyjet,negative,1.00E+17,Sun Oct 16 08:18:13 +0000 2011,Madness
easyjet,negative,1.00E+17,Wed Oct 19 05:43:56 +0000 2011,Ridiculous. I am flying from Newcastle to Bristol on the 23 December 
easyjet,positive,1.00E+17,Wed Oct 19 05:42:06 +0000 2011,Thanks for your great feedback!  I will pass your feedback on to our cabin crew for recognition.
easyjet,positive,1.00E+17,Wed Oct 19 05:40:56 +0000 2011,I am really glad to see you got your case back!
easyjet,negative,1.00E+17,Wed Oct 19 05:12:56 +0000 2011,because of your #Worst Customer Service  non-responsiveness I will lose my business credit card
easyjet,positive,1.00E+17,Wed Oct 19 05:05:18 +0000 2011,We have had an amazing time
easyjet,positive,1.00E+17,Wed Oct 19 05:02:13 +0000 2011,Great thank you!
easyjet,positive,1.00E+17,Wed Oct 19 05:00:06 +0000 2011,Omg good luck
easyjet,negative,1.00E+17,Wed Oct 19 04:57:12 +0000 2011,In most cases you should be able to cancel online I am not sure why you are unable to in this case
easyjet,negative,1.00E+17,Wed Oct 19 04:53:19 +0000 2011,Oh thats a shame - I saw that conversation you had with someone about the flight
easyjet,positive,1.00E+17,Wed Oct 19 04:46:10 +0000 2011,easyJet puts first flights on sale from Berlin Tegel
easyjet,positive,1.00E+17,Wed Oct 19 04:45:33 +0000 2011,Flying with our good friends
easyjet,positive,1.00E+17,Wed Oct 19 04:35:25 +0000 2011,So proud of my team-mate for this awesome sponsorship with @easyJet! Great job
easyjet,positive,1.00E+17,Wed Oct 19 04:22:52 +0000 2011,Yes you can. You will be able to find a list of our fees and charges here Thanks
easyjet,negative,1.00E+17,Wed Oct 19 04:14:09 +0000 2011,Now stuck on bendy busses waiting for staff to let us off! You can not make it up  @easyJet #sortitout!!!!!
easyjet,positive,1.00E+17,Wed Oct 19 05:41:39 +0000 2011,You are able to cancel your booking by logging on to manage bookings since it has been less than 24 hours
easyjet,positive,1.00E+17,Wed Oct 19 05:16:41 +0000 2011, Been looking at your previous tweets looks like you went with TUI? The flight sounded really fun! I wonder
easyjet,negative,1.00E+17,Wed Oct 19 05:14:38 +0000 2011, I just lost my outbound flight 
easyjet,positive,1.00E+17,Wed Oct 19 04:49:33 +0000 2011, This headline  is great.
easyjet,positive,1.00E+17,Wed Oct 19 04:38:43 +0000 2011,I would recommend contacting the airport for this. Thanks
easyjet,positive,1.00E+17,Wed Oct 19 04:34:36 +0000 2011,Haha! The magazines are just as good. @easyJet offer free sick bags too I believe.
easyjet,positive,1.00E+17,Wed Oct 19 03:06:30 +0000 2011,Well  That is my favourite.
easyjet,positive,1.00E+17,Wed Oct 19 03:06:06 +0000 2011,You can find a list of our fees and charges here
easyjet,positive,1.00E+17,Wed Oct 19 03:04:32 +0000 2011,EasyJet launches dozens of new flights in Germany
easyjet,negative,1.00E+17,Wed Oct 19 02:59:54 +0000 2011,Sorry as you have checked-in already you are not able to add seats on manage bookings.
easyjet,positive,1.00E+17,Wed Oct 19 02:57:55 +0000 2011,easyJet is a 2018 Best Place to Work for another year according to employees!
easyjet,negative,1.00E+17,Wed Oct 19 02:56:04 +0000 2011, Good evening I have been having problems adding hold luggage to my booking
easyjet,negative,1.00E+17,Wed Oct 19 02:48:45 +0000 2011,I am afraid it would not be possible to use a Young Scot card for this.
easyjet,negative,1.00E+17,Wed Oct 19 02:43:51 +0000 2011, also Geneva staff too few and not helpful
easyjet,negative,1.00E+17,Wed Oct 19 02:39:29 +0000 2011,you should ashamed of the way you operate in Geneva. Training new people and customers
easyjet,positive,1.00E+17,Wed Oct 19 02:35:43 +0000 2011,Great news! #Flights from #London to #Volos start in summer 2018
easyjet,positive,1.00E+17,Wed Oct 19 02:35:38 +0000 2011,Welcome aboard easyJet!
easyjet,positive,1.00E+17,Wed Oct 19 05:48:08 +0000 2011,Welcoming the new and more sustainable! Today the first Boeing and Easyjet edition arrived at Schiphol
easyjet,positive,1.00E+17,Wed Oct 19 05:47:29 +0000 2011,Thank you for he prompt reply!
easyjet,positive,1.00E+17,Wed Oct 19 05:44:10 +0000 2011,EasyJet to begin Germany flights in January
easyjet,positive,1.00E+17,Wed Oct 19 05:43:37 +0000 2011,Easyjet to enter German domestic market next month -- this could help keep prices lower across the board
easyjet,positive,1.00E+17,Wed Oct 19 05:42:49 +0000 2011,I have always loved easyJet's reactive marketing strategies
easyjet,positive,1.00E+17,Wed Oct 19 05:42:47 +0000 2011,Thanks.
easyjet,positive,1.00E+17,Wed Oct 19 05:42:07 +0000 2011, Not really their problem though to be fair.
easyjet,positive,1.00E+17,Wed Oct 19 05:42:03 +0000 2011, That would be too simple.
easyjet,positive,1.00E+17,Wed Oct 19 05:41:48 +0000 2011,easyJet offers instant customer sat poll after airport security
easyjet,positive,1.00E+17,Wed Oct 19 05:39:04 +0000 2011,EasyJet puts almost one million Berlin seats on sale
easyjet,negative,1.00E+17,Wed Oct 19 05:38:10 +0000 2011,When the flight attendant spots your tiny handbag and reminds you that you are only allowed one piece of hand luggage
easyjet,positive,1.00E+17,Wed Oct 19 05:37:20 +0000 2011,EasyJet Plans to Fly Electric Planes Within 10 Years
easyjet,negative,1.00E+17,Wed Oct 19 05:36:36 +0000 2011,That is awful. Sorry no advice.
easyjet,negative,1.00E+17,Wed Oct 19 05:36:28 +0000 2011,So when travelling on planes so often so much time is wasted. 
easyjet,negative,1.00E+17,Wed Oct 19 05:35:09 +0000 2011,Sorry to hear this the airline should be keeping you updated during a delay
easyjet,positive,1.00E+17,Wed Oct 19 05:34:41 +0000 2011,Just flown on @easyJet for the first time and it was miles better than the last few BA flights
easyjet,negative,1.00E+17,Wed Oct 19 05:34:09 +0000 2011,another treat of a delay no information staff who struggle to convey information over the tannoy system!!
easyjet,positive,1.00E+17,Wed Oct 19 05:34:08 +0000 2011,Kontron Selected by easyJet to Provide System Hardware for its Wireless In-Flight Entertainment Service
easyjet,negative,1.00E+17,Wed Oct 19 05:33:03 +0000 2011,I am currently in a complaints procedure but have not heard anything back.
easyjet,positive,1.00E+17,Wed Oct 19 05:33:02 +0000 2011,easyjet will become a new Lufthansa competitor. From January 2018
easyjet,negative,1.00E+17,Wed Oct 19 05:31:07 +0000 2011,refusing our refund for the hotel we had to arrange ourselves and food expenses after being stranded
easyjet,positive,1.00E+17,Wed Oct 19 05:31:00 +0000 2011,Thank you I will definitely be looking further into this.
easyjet,negative,1.00E+17,Wed Oct 19 05:30:09 +0000 2011,The flight was exactly 4 hours delayed. I sent in a claim
easyjet,positive,1.00E+17,Wed Oct 19 05:30:04 +0000 2011,EasyJet passenger holding a baby by Nice airport worker during flight delay
easyjet,negative,1.00E+17,Wed Oct 19 05:27:17 +0000 2011,Yes maybe we were just unlucky with who informed us
easyjet,positive,1.00E+17,Wed Oct 19 05:24:52 +0000 2011, I have checked the booking. It does not look like there was an issue as the majority of passengers
easyjet,positive,1.00E+17,Wed Oct 19 05:48:04 +0000 2011,You were better with Easyjet :-))
easyjet,positive,1.00E+17,Wed Oct 19 05:47:32 +0000 2011,i am really glad that you had a great flight
easyjet,negative,1.00E+17,Wed Oct 19 05:47:18 +0000 2011,I am sorry to hear about your luggage. 
easyjet,negative,1.00E+17,Wed Oct 19 05:46:54 +0000 2011, I am sorry that your flight was delayed. 
easyjet,positive,1.00E+17,Wed Oct 19 05:46:32 +0000 2011,Bravo @easyJet for smooth 45-minute flight #travel #flying #fun 
easyjet,negative,1.00E+17,Wed Oct 19 05:46:25 +0000 2011,Ryanair and EasyJet have probably already put their prices up
easyjet,positive,1.00E+17,Wed Oct 19 05:45:56 +0000 2011,Thanks to @easyJet's Flight Ops team for a stimulating day exploring how to run an agile innovative culture
easyjet,positive,1.00E+17,Wed Oct 19 05:42:57 +0000 2011, fabulous team onboard EZY6956 Friday 8 December with a special mention to Hannah who is a credit to you.
easyjet,negative,1.00E+17,Wed Oct 19 05:42:36 +0000 2011, So now we can not use a toilet because they made us late by not turning up. But we have had to sign the waiver
easyjet,negative,1.00E+17,Wed Oct 19 05:42:36 +0000 2011,Currently unavailable for holidays as it stands.
easyjet,negative,1.00E+17,Wed Oct 19 05:42:35 +0000 2011,I am so sorry that your flight has been cancelled
easyjet,negative,1.00E+17,Wed Oct 19 05:42:34 +0000 2011,#Easyjet the Airline that is Difficult to Deal With.  They do not pay when they are at fault.
easyjet,negative,1.00E+17,Wed Oct 19 05:42:20 +0000 2011,Why is it so impossible for an @easyJet flight to take off at the stated time?!
easyjet,negative,1.00E+17,Wed Oct 19 05:41:19 +0000 2011, That is the wrong flight try the one that was 7 hours late
easyjet,positive,1.00E+17,Wed Oct 19 05:40:24 +0000 2011, They have hired local buses to take passengers to Thessaloniki airport
easyjet,negative,1.00E+17,Wed Oct 19 05:40:21 +0000 2011, I do not accept #Easyjets good faith.  I will never fly #Easyjet again.
easyjet,positive,1.00E+17,Wed Oct 19 05:39:36 +0000 2011,Hope you get sorted brother take care stay safe
easyjet,positive,1.00E+17,Wed Oct 19 05:38:08 +0000 2011,very impressed @easyJet great friendly team
easyjet,negative,1.00E+17,Wed Oct 19 05:37:04 +0000 2011,Chap had a heart attack on flight home from #Edinburgh this morning.
easyjet,negative,1.00E+17,Wed Oct 19 05:36:22 +0000 2011,my flight is cancelled and no other flights out tomorrow. Got a refund but then could not find an alternative flight
easyjet,positive,1.00E+17,Wed Oct 19 05:35:51 +0000 2011,Luckily for you we have an @easyjet pilot sending us
easyjet,negative,1.00E+17,Wed Oct 19 05:34:22 +0000 2011,cancelling a flight and stranding us in Holland now we have to sit on a bus for 12 hours
easyjet,positive,1.00E+17,Wed Oct 19 05:33:02 +0000 2011,we have an easyJet Worldwide website which means that you can get an easyJet
easyjet,positive,1.00E+17,Wed Oct 19 05:33:02 +0000 2011,Welcome on board :-).
easyjet,positive,1.00E+17,Wed Oct 19 05:32:19 +0000 2011, We now have a flight of 300 pounds for two persons with veuling. Transport to the airport will cost 100 pounds
easyjet,negative,1.00E+17,Wed Oct 19 05:29:16 +0000 2011,Oh sorry I meant to say airport staff. As your flight is tomorrow you are not there.
easyjet,negative,1.00E+17,Wed Oct 19 05:28:57 +0000 2011,i am sorry to hear this. Any items that are found on board will be handed to the airports baggage service
easyjet,negative,1.00E+17,Wed Oct 19 22:34:52 +0000 2011,I am really sorry please see the application for a refund.
easyjet,negative,1.00E+17,Wed Oct 19 21:58:59 +0000 2011,flight has been cancelled and no other easyjet flights fly out tomorrow
easyjet,negative,1.00E+17,Wed Oct 19 21:11:43 +0000 2011,I am very sorry that your flight has been cancelled.
easyjet,negative,1.00E+17,Wed Oct 19 20:25:08 +0000 2011, sent email on Monday about damaged luggage with photos - no response
easyjet,negative,1.00E+17,Wed Oct 19 20:20:02 +0000 2011,Flight cancelled with @easyJet and trying to sort accommodation is a nightmare!!
easyjet,negative,1.00E+17,Wed Oct 19 20:00:32 +0000 2011,Fuck you
easyjet,negative,1.00E+17,Wed Oct 19 19:56:11 +0000 2011,I have applied for a reimbursement for the delayed flight from Amsterdam to London Gatwick last night
easyjet,positive,1.00E+17,Wed Oct 19 19:54:49 +0000 2011,Amazing service @easyJet ! Thank you very much for the response
easyjet,positive,1.00E+17,Wed Oct 19 19:54:04 +0000 2011,Beautiful snowy day in action
easyjet,negative,1.00E+17,Wed Oct 19 19:54:03 +0000 2011,I am sorry your flight is delayed
easyjet,negative,1.00E+17,Wed Oct 19 19:41:22 +0000 2011,Broken radar on the plane. They admit their fault. Just will not pay cause no one making them pay
easyjet,negative,1.00E+17,Wed Oct 19 19:35:29 +0000 2011,It was cancelled due to broken radar on plane. 
easyjet,negative,1.00E+17,Wed Oct 19 19:30:37 +0000 2011, I tried a 3rd party web-based service. #easyjet refused to recognize it
easyjet,negative,1.00E+17,Wed Oct 19 19:29:04 +0000 2011, I got a notification saying a new update but when I opened the application there was no update!
easyjet,negative,1.00E+17,Wed Oct 19 18:52:55 +0000 2011, why have you cancelled on Wednesdays in January? Looks like I will have to switch to @Fly_Norwegian
easyjet,positive,1.00E+17,Wed Oct 19 18:51:13 +0000 2011, now hopefully we will be getting the money for the coach connecting train to Gatwick
easyjet,negative,1.00E+17,Wed Oct 19 18:50:07 +0000 2011,No help from easyjet chat. Ruined day out #easyjet
